C:\Users\impar\Pictures\Datasets\Top Rated Tv series.csvorigin_country,original_name,overview,popularity,first_air_date,vote_average,vote_count
['US'],The Gifted,"A suburban couple's ordinary lives are rocked by the sudden discovery that their children possess mutant powers. Forced to go on the run from a hostile government, the family joins up with an underground network of mutants and must fight to survive.",24.497500000000002,2017-10-02,7.6,1476
['CN'],拳皇命运,An animated tie-in for the video games The King of Fighters: World and The King of Fighters: Destiny.,18.305,2017-08-03,7.6,606
['US'],The L Word,A group of lesbian friends struggle with romance and careers in Los Angeles.,246.1925,2004-01-18,7.6,810
['US'],Kidding,"Jeff, aka Mr. Pickles, is an icon of children's TV. But when his family begins to implode, Jeff finds no fairy tale or fable or puppet will guide him through this crisis, which advances faster than his means to cope. The result: a kind man in a cruel world faces a slow leak of sanity as hilarious as it is heartbreaking.",7.3025,2018-09-09,7.6,307
['US'],Zoey's Extraordinary Playlist,"After an unusual event, Zoey Clarke, a whip-smart computer coder forging her way in San Francisco, suddenly starts to hear the innermost wants, thoughts and desires of the people around her through popular songs.",10.905000000000001,2020-01-07,7.61,204
['MX'],Destilando amor,"Destilando Amor is a 2007 Mexican telenovela produced by Televisa and Nicandro Díaz. It stars Angélica Rivera and Eduardo Yáñez as the main protagonists and was set primarily in Tequila, Jalisco. It is a remake of the 1994 Colombian telenovela Café, con aroma de mujer, and was nominated for twelve Premios TVyNovelas of which it won ten including Best Telenovela of the Year.",35.495000000000005,2007-01-22,7.605,305
['GB'],Time,"Guilt, violence and impossible choices – what does it take to survive? Tense, gritty and heartbreaking – Jimmy McGovern's award-winning prison drama, with an all-star cast.",9.0275,2021-06-06,7.609,206
['US'],Star Trek: Lower Decks,"The lives of the support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, in 2380. Ensigns Mariner, Boimler, Rutherford and Tendi have to keep up with their duties and their social lives, often while the ship is being rocked by a multitude of sci-fi anomalies.",71.44,2020-08-06,7.607,359
['IT'],The New Pope,"As Pope Pius XIII hangs between life and death in a coma, charming and sophisticated moderate English aristocrat Sir John Brannox is placed on the papal throne and adopts the name John Paul III. A sequel series to “The Young Pope.”",14.8675,2020-01-10,7.607,256
['AU'],Mako: Island of Secrets,"Real-life mermaids, Sirena, Nixie and Lyla are part of a mermaid pod, which lives in the waters of Mako Island. As young members of the pod, it is their job to protect the Moon Pool and guard it from trespassers. But on the night of a full moon, the mischievous mermaid girls neglect their duties. Sixteen-year-old land-dweller Zac enters the Moon Pool and forms a special connection with Mako. Zac is given a fish-like tail and amazing powers. The mermaid pod is forced to leave Mako, leaving behind the three mermaid girls, cast out of the pod. They know there's only one way they will be allowed to rejoin the pod: They must get legs, venture onto land and take back Zac's powers – or risk being outcasts forever.",31.525,2013-07-26,7.6,596
['MX'],La familia P. Luche,A family that deals with the conflicts and problems of daily life but in a comical and exaggerated way with the particularity that they live in a city that is built entirely of stuffed animals and with all the stuffed accessories.,30.595,2002-08-07,7.6,1054
['US'],Little Fires Everywhere,"The intertwined fates of the picture-perfect Richardson family and an enigmatic mother and daughter who upend their lives. Explore the weight of secrets, the nature of art and identity, the ferocious pull of motherhood – and the danger in believing that following the rules can avert disaster.",9.645,2020-03-18,7.606,348
['US'],The Orville,"Follow the crew of the not-so-functional exploratory ship in the Earth's interstellar fleet, 400 years in the future.",41.0125,2017-09-10,7.6,1218
['US'],Sliders,"In his basement in San Francisco, boy-genius Quinn Mallory unlocks the doorway to an infinite number of Earths. During a test run, Quinn invites co-worker Wade Welles and his teacher Professor Maximillian Arturo to see his new invention. But an increase in power and an early departure leave all three, plus a washed-up soul singer named Rembrandt ""Crying Man"" Brown, lost in a parallel world. Now they must ""slide"" from world to world, not only adapting to their changing surroundings, but also trying to get back to their world. Will they ever make it home?",60.015,1995-03-22,7.606,438
['JP'],未来日記,"Reality quickly unravels when antisocial Yukiteru is called into a death match against 11 other mentally scarred individuals. Each player has a prophetic device tuned to their personality, giving them control over their future—and the fate of their foes.",36.9375,2011-10-09,7.604,412
['US'],Rugrats,"Focuses on a group of toddlers, most prominently Tommy, Chuckie, Phil, Lil, and Angelica, and their day-to-day lives, usually involving common life experiences that become adventures in the babies' imaginations. Adults in the series are almost always unaware of what the children are up to; however, this only provides more room for the babies to explore and discover their surroundings.",112.5925,1991-08-11,7.603,701
['GB'],Years and Years,"As Britain is rocked by unstable political, economic and technological advances, members of the Lyons family converge on one crucial night in 2019. Over the next 15 years, the twists and turns of their everyday lives are explored as we find out if this ordinary family could change the world.",6.5375,2019-05-14,7.602,298
['US'],Dr. Horrible's Sing-Along Blog,"Aspiring super-villain Dr. Horrible wants to join the Evil League of Evil and win the girl of his dreams, but his nemesis, Captain Hammer, stops him at every turn.",8.105,2008-07-15,7.604,524
['US'],Elementary,"A modern-day drama about a crime-solving duo that cracks the NYPD's most impossible cases. Following his fall from grace in London and a stint in rehab, eccentric Sherlock escapes to Manhattan where his wealthy father forces him to live with his worst nightmare - a sober companion, Dr. Watson.",64.985,2012-09-27,7.601,1668
['US'],Into the Badlands,"In a land controlled by feudal barons, a great warrior and a young boy embark on a journey across a dangerous land to find enlightenment. 

A genre-bending martial arts series very loosely based on the classic Chinese tale Journey to the West.",43.6875,2015-11-15,7.6,745
['FR'],Marianne,"When a novelist realizes her terrifying stories are coming true, she returns to her hometown to face the demons from her past that inspire her writing.",12.92,2019-09-13,7.599,514
['US'],The Good Fight,"Picking up one year after the events of the final broadcast episode of ""The Good Wife"", an enormous financial scam has destroyed the reputation of a young lawyer, Maia Rindell, while simultaneously wiping out her mentor and godmother Diane Lockhart's savings. Forced out of her law firm, now called ""Lockhart, Deckler, Gussman, Lee, Lyman, Gilbert, Lurie, Kagan, Tannebaum & Associates"", they join Lucca Quinn at one of Chicago's preeminent law firms.",92.845,2017-02-19,7.599,299
['US'],The Good Wife,Alicia Florrick boldly assumes full responsibility for her family and re-enters the workforce after her husband's very public sex and political corruption scandal lands him in jail.,75.37,2009-09-22,7.6,603
"['CA', 'US']",The Ren & Stimpy Show,Ren and Stimpy are a mismatch made in animation heaven with nothing in common but a life-long friendship and an incredible knack for getting into trouble. Join them in their bizarre and gross world for some outlandish situations coupled with hilarious jokes.,69.1575,1991-08-11,7.598,463
['US'],The Magicians,"Brakebills University is a secret institution specializing in magic. There, amidst an unorthodox education of spellcasting, a group of twenty-something friends soon discover that a magical fantasy world they read about as children is all too real— and poses grave danger to humanity.",33.0875,2015-12-16,7.6,1601
['US'],Mission: Impossible,"Mission: Impossible is an American television series that was created and initially produced by Bruce Geller. It chronicles the missions of a team of secret government agents known as the Impossible Missions Force. In the first season, the team is led by Dan Briggs, played by Steven Hill; Jim Phelps, played by Peter Graves, takes charge for the remaining seasons. A hallmark of the series shows Briggs or Phelps receiving his instructions on a recording that then self-destructs, followed by the theme music composed by Lalo Schifrin.

The series aired on the CBS network from September 1966 to March 1973, then returned to television for two seasons on ABC, from 1988 to 1990, retaining only Graves in the cast. It later inspired a popular series of theatrical motion pictures starring Tom Cruise, beginning in 1996.",275.02750000000003,1966-09-17,7.6,278
['US'],The Spanish Princess,"The beautiful Spanish princess, Catherine of Aragon, navigates the royal lineage of England with an eye on the throne.",14.3875,2019-05-05,7.593,445
['MX'],¿Quién mató a Sara?,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.",11.1025,2021-03-24,7.6,1174
['US'],Superman: The Animated Series,"Superman, an incredibly powerful alien from the planet Krypton, defends Metropolis from supercriminals. Superman hides his identity behind the glasses of Clark Kent; a mild-mannered reporter for the newspaper the Daily Planet. At the Daily Planet Superman works with fellow reporter Lois Lane and photographer Jimmy Olsen.",36.725,1996-09-06,7.593,328
['US'],Gotham,"Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them – the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?",64.3425,2014-09-22,7.59,3462
['US'],The Crowded Room,"In 1979 Manhattan, a young man is arrested for a shocking crime — and an unlikely investigator must solve the mystery behind it.",9.2,2023-06-08,7.587,264
['US'],Them,A limited anthology series that explores terror in America.,13.01,2021-04-09,7.6,412
['GB'],Don't F**k with Cats: Hunting an Internet Killer,A group of online justice seekers track down a guy who posted a video of him killing kittens.,4.6825,2019-12-18,7.589,542
['US'],Queen of the South,"Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas, she looks to become the country's reigning drug smuggler and to avenge her lover's murder.",32.275,2016-06-23,7.6,435
['GB'],War and Peace,"A story that revolves around five aristocratic families, set during the reign of Alexander I, and centered on the love triangle between Natasha Rostova, Pierre Bezukhov, and Andrei Bolkonsky.",9.9825,2016-01-03,7.6,214
['US'],13 Reasons Why,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",63.065,2017-03-31,7.587,4257
['US'],Wilfred,"Everyone else sees Wilfred as just a dog, but Ryan sees a crude and somewhat surly, yet irrepressibly brave and honest Australian bloke in a cheap dog suit. While leading him through a series of comedic and existential adventures, Wilfred the dog shows Ryan the man how to overcome his fears and joyfully embrace the unpredictability and insanity of the world around him.",14.0525,2011-06-23,7.587,407
['MX'],En nombre del amor,"En Nombre Del Amor is a Mexican telenovela produced by Televisa. It is a remake of Cadenas de Amargura. En Nombre Del Amor was produced by Carlos Moreno, and filming began on August 4, 2008. It premiered in the United States July 7, 2009 on Univision and ended its run on March 7, 2010 in a two-hour grand finale on a Sunday.

Starring for Allison Lozz and Sebastián Zurita, as adult stars Victoria Ruffo, Arturo Peniche with Leticia Calderón as the villain protagonist and main villain, co-starring for Laura Flores, Alfredo Adame, Víctor Cámara, and the participation of Altair Jarabo as youth antagonist.",66.7125,2008-10-13,7.587,409
['US'],The Haunting of Bly Manor,"After an au pair’s tragic death, Henry Wingrave hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the estate’s chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose. But all is not as it seems at the manor, and centuries of dark secrets of love and loss are waiting to be unearthed in this chilling tale.",12.2325,2020-10-09,7.6,1203
['CO'],Amar y Vivir,"A penniless country boy goes in search of his runaway sister in Bogotá, where he falls for an aspiring singer, but gets tangled up in organized crime.",6.2625,2020-01-07,7.586,403
['US'],Black Sails,"The pirate adventures of Captain Flint and his men twenty years prior to Robert Louis Stevenson’s classic “Treasure Island.” Flint, the most brilliant and most feared pirate captain of his day, takes on a fast-talking young addition to his crew who goes by the name John Silver. Threatened with extinction on all sides, they fight for the survival of New Providence Island, the most notorious criminal haven of its day – a debauched paradise teeming with pirates, prostitutes, thieves and fortune seekers, a place defined by both its enlightened ideals and its stunning brutality.",20.747500000000002,2014-01-25,7.587,1325
['BR'],Rei Davi,"Our story begins in Bethlehem, an Israelite territory, in the year 1045 B.C. David is 10 years old and is preparing to herd his father Jesse’s flock of sheep. Being the youngest of seven brothers, David is tasked with being the household servant. He’s been relegated beneath his brothers because they all have the honor of being brave warriors for King Saul.",17.755000000000003,2012-01-24,7.6,329
['US'],Are You Afraid of the Dark?,"Each season of this horror anthology series follows a different group of kids, members of the Midnight Society, as they discover terrifying curses and creatures.",12.2075,2019-10-11,7.6,239
['MX'],María de Todos los Ángeles,,13.86,2009-08-02,7.6,621
['JP'],ソニックX,"After getting stranded on Earth, Sonic and his friends team up with 12-year-old Chris Thorndyke to collect all the Chaos Emeralds and defeat the evil Dr. Eggman.",22.384999999999998,2003-04-06,7.6,286
"['CO', 'US']",El Cuerpo del Deseo,El cuerpo del Deseo also known as Second Chance is a Spanish-language telenovela produced by Telemundo and Film in Florida. This limited-run series is about a man who comes back from the dead and discovers dark secrets about his beautiful widow. The first version of El cuerpo del Deseo was En Cuerpo Ajeno produced by RTI Colombia in 1992.This telenovela was aired in 25 countries around the world.,94.67,2005-06-07,7.582,479
['CO'],Sin tetas no hay paraíso,"A woman decides to become a ""pre-paid"" prostitute to raise the required money for a surgery to increase her breast size, and that way, change her poor-life-style, her present and her future.",11.9875,2006-08-16,7.582,249
['US'],Goliath,"Once a powerful lawyer, Billy McBride is now burned out and washed up, spending more time in a bar than a courtroom. When he reluctantly agrees to pursue a wrongful death lawsuit against the biggest client of Cooperman &amp; McBride, the massive law firm he helped create, Billy and his ragtag team uncover a vast and deadly conspiracy, pitting them all in a life or death trial against the ultimate Goliath.",57.9725,2016-10-13,7.6,412
['MX'],A que no me dejas,"A heartbreaking story in which power, obsession, and desire will tragically mark the love between Paulina and Adrián who will fight for their love against all odds, even if it takes their life. ",29.56,2015-07-27,7.6,217
['US'],The Fosters,"Stef Foster, a dedicated police officer, and her partner Lena Adams, a school vice principal, have built a close-knit, loving family with Stef's biological son from a previous marriage, Brandon, and their adopted twins, Mariana and Jesus. Their lives are disrupted in unexpected ways when Lena meets Callie, a hardened teen with an abusive past who has spent her life in and out of foster homes. Lena and Stef welcome Callie and her brother, Jude, into their home thinking it's just for a few weeks, until a more permanent placement can be found. But life has something else in store for the Fosters.",85.7625,2013-06-03,7.579,309
['US'],The Deuce,"The story of the legalization and subsequent rise of the porn industry in New York’s Times Square from the early ’70s through the mid ’80s, exploring the rough-and-tumble world that existed there until the rise of HIV, the violence of the cocaine epidemic and the renewed real estate market ended the bawdy turbulence of the area.",12.95,2017-09-10,7.577,362
['US'],Blue Mountain State,"Three incoming freshman in a big-time, Midwestern college football program have to juggle football, girls, class and nonstop hazing.",23.8975,2010-01-11,7.6,418
['US'],Shake It Up,"Best pals CeCe and Rocky dream of dancing stardom. And they seem on the verge of realizing that goal when they win places as backup dancers on the local TV show ""Shake It Up, Chicago."" While they get to show off their moves, they find out they need to keep putting their best feet forward to keep up with the rest of the crew on the show.",41.09,2010-11-07,7.6,288
['US'],From Scratch,"An artist finds romance with a chef in Italy and embarks on a life-changing journey of love, loss, resilience and hope across cultures and continents.",6.175,2022-10-21,7.6,202
['US'],Home Before Dark,"Young investigative journalist Hilde Lisko moves with her family to the small town her father left behind, only to unearth shocking secrets in her pursuit of the truth.",23.384999999999998,2020-04-03,7.6,442
['TR'],Kadın,"The story of mother Bahar, who carries the weight and love of two children in their hearts with enthusiasm in their hearts. Bahar, abandoned by her mother when she was eight years old, later lost her grandma and her father. When she thinks she is all alone, she meets Sarp, whom she delicately loves.",61.21,2017-10-24,7.6,437
['US'],The Book of Boba Fett,Legendary bounty hunter Boba Fett and mercenary Fennec Shand must navigate the galaxy’s underworld when they return to the sands of Tatooine to stake their claim on the territory once ruled by Jabba the Hutt and his crime syndicate.,20.060000000000002,2021-12-29,7.572,2671
['US'],Marvel's Avengers,"The further adventures of the Marvel Universe's mightiest general membership superhero team. With an all-star roster consisting of Iron Man, Captain America, Thor, Hulk, Hawkeye, Falcon and, occasionally--when she feels like it and only when she feels like it--Black Widow, the Avengers are a team in the truest sense. The Avengers save the world from the biggest threats imaginable--threats no single super hero could withstand.",83.77,2013-05-26,7.573,649
['NO'],Beforeigners,"In the near future a new phenomenon starts happening all over the world with powerful flashes of light occurring in the ocean and people from the past mysteriously reappearing. Called ""beforeigners,"" these people come from three separate time periods: the Stone Age, the Viking era and late 19th century. A couple of years later, Alfhildr – who comes from the Viking Age – has to partner up with a burned-out police officer, Lars Haaland, to investigate the murder of a beforeigner. The pair begins to unravel a larger conspiracy behind the origin of the mysterious mass arrivals.",7.825,2019-08-21,7.6,244
['US'],I Know This Much Is True,"The parallel lives of identical twin brothers Dominick and Thomas Birdsey in an epic story of betrayal, sacrifice and forgiveness set against the backdrop of 20th century America.",16.1175,2020-05-09,7.6,229
['US'],Shadowhunters,"When Clary Fray's mother has disappeared, Clary joins a band of Shadowhunters; demon killing hunters, and gets caught up in a plan to save the world.",45.837500000000006,2016-01-12,7.569,1102
['US'],The Adventures of Super Mario Bros. 3,"The Mario Bros., Princess Toadstool, and Toad protect the Mushroom Kingdom against the evil forces of Bowser and his seven Koopa Kids.",16.735,1990-09-08,7.571,453
['US'],Doom Patrol,"The Doom Patrol’s members each suffered horrible accidents that gave them superhuman abilities — but also left them scarred and disfigured. Traumatized and downtrodden, the team found purpose through The Chief, who brought them together to investigate the weirdest phenomena in existence — and to protect Earth from what they find.",31.1575,2019-02-15,7.571,1357
['MX'],El Chavo Animado,"El Chavo Animado is a Mexican animated series based on a live-action TV series of the same name, created by Roberto Gómez Bolaños.",84.2875,2006-10-21,7.568,493
['KR'],기생수: 더 그레이,"When unidentified parasites violently take over human hosts and gain power, humanity must rise to combat the growing threat.",14.02,2024-04-05,7.565,231
['JP'],デッドマン・ワンダーランド,"Ganta is the only survivor after a mysterious man in red slaughters a classroom full of teenagers. He's framed for the carnage, sentenced to die, and locked away in the most twisted prison ever built: Deadman Wonderland. And then it gets worse.",9.21,2011-04-17,7.6,440
['GB'],World War II in Colour,"World War II In Colour is a 13-episode television documentary miniseries recounting the events of World War II narrated by Robert Powell. The show covers the Western Front, Eastern Front, and the Pacific War. It is on syndication in America on the Military Channel. This series is in full color, combining both original and colorized footage.",10.875,2009-09-04,7.6,262
['US'],Hell on Wheels,"The epic story of post-Civil War America, focusing on Cullen Bohannon, a Confederate soldier who sets out to exact revenge on the Union soldiers who killed his wife. His journey takes him west to Hell on Wheels, a dangerous, raucous, lawless melting pot of a town that travels with and services the construction of the first transcontinental railroad, an engineering feat unprecedented for its time.",51.59,2011-11-06,7.6,424
['US'],The Fall of the House of Usher,"Ruthless siblings Roderick and Madeline Usher have built Fortunato Pharmaceuticals into an empire of wealth, privilege and power. But past secrets come to light when the heirs to the Usher dynasty start dying at the hands of a mysterious woman from their youth.",18.175,2023-10-12,7.567,616
['IT'],Luna Nera,"In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.",7.4025,2020-01-31,7.6,228
['US'],The 10th Kingdom,"Virginia and Tony, a father and daughter living in Manhattan, find themselves in a parallel universe where Snow White, Cinderella and Little Red Riding Hood are struggling to maintain order. Their kingdoms have been fragmented by trolls, giants and goblins.",5.484999999999999,2000-02-27,7.566,242
['JP'],スーパードラゴンボールヒーローズ,"Trunks returns from the future to train with Goku and Vegeta. However, it disappears without warning. Then the mysterious Fu bursts in, telling them that Trunks has been imprisoned in the Prison Planet, a mysterious complex in an unknown place in the universes. The group seeks the dragon balls to free Trunks, but an endless battle awaits them! Will Goku and the others rescue Trunks and escape the Prison Planet?",313.83500000000004,2018-07-01,7.565,3069
['GB'],Bad Sisters,"The tight-knit Garvey sisters have always looked out for one another. But when the toxic brother-in-law they all wanted dead actually dies, it turns their lives upside down and tests their bond like nothing before.",13.445,2022-08-19,7.6,202
['JP'],終末のハーレム,"The Man-Killer Virus: a lethal disease that has eradicated 99.9% of the world's male population. Mizuhara Reito has been in cryogenic sleep for the past five years, leaving behind Tachibana Erisa, the girl of his dreams. When Reito awakens from the deep freeze, he emerges into a sex-crazed new world where he himself is the planet's most precious resource. Reito and four other male studs are given lives of luxury and one simple mission: repopulate the world by impregnating as many women as possible! All Reito wants, however, is to find his beloved Erisa who went missing three years ago. Can Reito resist temptation and find his one true love?",19.87,2022-01-07,7.563,237
['US'],Olive Kitteridge,"A look at a seemingly placid New England town that is actually wrought with illicit affairs, crime and tragedy, all told through the lens of Olive, whose wicked wit and harsh demeanor mask a warm but troubled heart and staunch moral center. The story spans 25 years and focuses on Olive's relationships with her husband, Henry, the good-hearted and kindly town pharmacist; their son, Christopher, who resents his mother's approach to parenting; and other members of their community.",5.23,2014-11-02,7.6,269
['PR'],Súbete a mi moto,The Story behind the the iconic boy band Menudo according to the creator and manager of the band,3.2975000000000003,2020-10-09,7.6,365
['US'],The Act,"A seasonal anthology series that tells startling, stranger-than-fiction true crime stories with the first season following Gypsy Blanchard, a girl trying to escape the toxic relationship she has with her overprotective mother.",8.42,2019-03-20,7.562,5112
['CO'],El Cartel de los Sapos,"The Cartel follows ten friends, all of them members of a dangerous drug cartel, whose ambition for power and money will cause them to eventually kill each other. For it is an undeniable truth that, in this business, you always lose.",34.925,2008-06-04,7.562,581
['US'],Airwolf,"As part of a deal with an intelligence agency to look for his missing brother, a renegade pilot goes on missions with an advanced battle helicopter.",32.1075,1984-01-22,7.6,447
['CO'],Rafael Orozco - El Idolo,,44.9825,2012-11-20,7.56,225
['US'],Leverage,"A five-person team comprised of a thief, a grifter, a hacker, and a retrieval specialist, led by former insurance investigator Nathan Ford, use their skills to fight corporate and governmental injustices inflicted on ordinary citizens.",36.667500000000004,2008-12-07,7.56,377
['US'],Star Trek: Enterprise,"During the mid-22nd century, a century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation.",109.6075,2001-09-26,7.6,835
['US'],Servant,A Philadelphia couple are in mourning after an unspeakable tragedy creates a rift in their marriage and opens the door for a mysterious force to enter their home.,26.7375,2019-11-28,7.6,788
['US'],Revenge,"When Emily Thorne moves to the Hamptons, everyone wonders about the new girl, but she knows everything about them, including what they did to her family. Years ago, they took everything from her. Now, one by one, she's going to make them pay.",44.86,2011-09-21,7.6,772
['US'],Magnum P.I.,"Thomas Magnum, a decorated former Navy SEAL, returns home from Afghanistan and applies his military skills to become a private investigator in Hawaii taking jobs no one else will—with the help of fellow vets T.C. Calvin and Rick Wright, and former MI:6 agent, Juliet Higgins.",85.64500000000001,2018-09-24,7.557,298
"['CO', 'US']",Sin senos sí hay paraíso,A young woman born in a mafia-controlled town seeks revenge on those who wrongfully harmed and imprisoned her family.,143.6825,2016-07-19,7.6,2839
['US'],Under the Banner of Heaven,A devout detective's faith is tested as he investigates a brutal murder that seems to be connected to an esteemed Utah family's spiral into LDS fundamentalism and their distrust in the government.,7.2775,2022-04-28,7.6,321
['MX'],Mujeres asesinas,Mujeres Asesinas is a series that shows the dark side of women who have been mistreated or abused and become cruel murderers. The series shows how violence and death can overcome the feminine mind.,8.3175,2008-06-17,7.6,294
['CO'],Café con Aroma de Mujer,"Café con aroma de mujer is a 1994 Colombian telenovela, produced by then programming company RCN TV on state-owned Canal A. It was written and created by Fernando Gaitán. It was broadcast in several countries throughout Latin America, North America and Europe.",44.447500000000005,1994-12-30,7.556,384
['US'],Law & Order: Criminal Intent,The third installment of the “Law & Order” franchise takes viewers deep into the minds of its criminals while following the intense psychological approaches the Major Case Squad uses to solve its crimes.,188.97,2001-09-30,7.6,347
['US'],The Middle,"The daily mishaps of a married woman and her semi-dysfunctional family and their attempts to survive life in general in the city of Orson, Indiana.",100.0425,2009-09-30,7.6,662
['US'],All the Light We Cannot See,A blind French girl and a young German soldier's paths collide during WWII.,10.6025,2023-11-02,7.555,237
['MX'],Enemigo íntimo,"The story of two siblings who witness the murder of their parents in the hands of one of the drug cartels in Mexico, after which Alejandro Ferrer's younger sister is kidnapped. 25 years later, Alejandro is now the captain of the Federal Police and seeks revenge against the narcos for destroying his family.",65.21,2018-02-21,7.555,425
['US'],Homeland,"CIA officer Carrie Mathison is tops in her field despite being bipolar, which makes her volatile and unpredictable. With the help of her long-time mentor Saul Berenson, Carrie fearlessly risks everything, including her personal well-being and even sanity, at every turn.",52.947500000000005,2011-10-02,7.555,2289
"['CA', 'US']",The Fairly OddParents,"The zany, fast-paced adventures of a 10-year-old boy and his fairy godparents, who inadvertently create havoc as they grant wishes for their pint-sized charge.",101.2,2001-03-30,7.557,995
['US'],Cheers,The story about a blue-collar Boston bar run by former sports star Sam Malone and the quirky and wonderful people who worked and drank there.,31.39,1982-09-30,7.6,598
['CA'],Travelers,"Hundreds of years from now, the last surviving humans discover the means of sending consciousness back through time, directly into people in the 21st century. These ""travelers"" assume the lives of seemingly random people, while secretly working as teams to perform missions in order to save humanity from a terrible future.",24.802500000000002,2016-10-17,7.553,761
['US'],A Pup Named Scooby-Doo,"The world's favorite chicken-hearted canine, as a puppy? That's right! And the old gang is back with him. Shaggy, Daphne, Velma, and Freddy are all here as gangly kids — goofing off, solving kid-size mysteries, and having run-ins with ghouls, ghosts, and goblins.",68.17,1988-09-10,7.6,275
['US'],Dune: Prophecy,"Ten thousand years before the ascension of Paul Atreides, sisters Valya and Tula Harkonnen establish the fabled sect and female order that would become known as the Bene Gesserit to control the future of humankind.",50.5625,2024-11-17,7.6,356
['US'],Manhunt,"Inspired by actual events, this true crime anthology series takes a deep dive into the dark, twisted minds of terrorists and follows the brave souls who hunt them down.",9.9,2017-08-01,7.551,449
['US'],American Crime Story,An anthology series centered around some of history's most famous criminal investigations.,36.9025,2016-02-02,7.5,968
['ES'],Sky Rojo,"On the run from their pimp and his henchmen, three women embark on a wild and crazy journey in search of freedom.",8.4925,2021-03-19,7.547,513
['US'],Barbie: Life in the Dreamhouse,"The series is set as a reality TV-esque show following Barbie, her sisters and her friends in the day-to-day activities that take place in the Dreamhouse and surrounding areas. Much of the humor in the show derives from parodying and lampooning both the traditional reality TV format and the Barbie franchise itself.",54.644999999999996,2012-05-11,7.5,402
['JP'],ブラック・ブレット,"A near future, where humans have been defeated by the viral parasites named Gastrea. They have been exiled into a small territory and live in despair, side-by-side in terror.

In this world trapped in darkness—

Rentaro, a boy living near Tokyo and member of the ""Civil Security""—an organization specializing in fighting against the Gastrea—is used to accomplishing dangerous tasks. His partner is Enju, a precocious young girl. They fight thanks to their peculiar powers until one day, when they receive a special assignment from the government. This top secret mission is to prevent the destruction of Tokyo...

Set in a near future, this thrilling heroic-action story... starts now!",6.4075,2014-04-08,7.5,201
['US'],Kung Fu Panda: The Dragon Knight,"Follow the adventures of Po, who partners up with a no-nonsense English knight named Wandering Blade to find a collection of four powerful weapons before a mysterious pair of weasels do, and save the world from destruction.",21.105,2022-07-14,7.5,228
['GB'],And Then There Were None,"Ten strangers, drawn away from their normal lives to an isolated rock off the Devon coast. But as the mismatched group waits for the arrival of the hosts -- the improbably named Mr. and Mrs. U.N. Owen -- the weather sours and they find themselves cut off from civilization. Very soon, the guests, each struggling with their conscience, will start to die -- one by one, according to the rules of the nursery rhyme 'Ten Little Soldier Boys' -- a rhyme that hangs in every room of the house and ends with the most terrifying words of all: '... and then there were none.",10.16,2015-12-26,7.544,607
['US'],Midnight Mass,"A young man returns to his isolated hometown on Crockett Island, hoping to rebuild his life after serving four years in prison for killing someone in a drunk-driving incident. He arrives at the same time as a mysterious, charismatic young priest who begins to revitalise the town's flagging faith. However, the community's divisions are soon exacerbated by the priest's deeds while mysterious events befall the small town.",9.16,2021-09-24,7.543,962
"['CA', 'US']",Haven,"FBI agent Audrey Parker arrives in the small town of Haven, Maine to solve a murder and soon discovers the town's many secrets—which also hold the key to unlocking the mysteries of her lost past.",61.4025,2010-07-09,7.542,463
['US'],Full House,"After the death of his wife, Danny enlists his best friend and his brother-in-law to help raise his three daughters, D.J., Stephanie, and Michelle.",74.34,1987-09-22,7.542,1044
['US'],Knight Rider,"Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",66.11250000000001,1982-09-26,7.542,1296
['DE'],1899,"When mysterious events change the course of an immigrant ship headed for New York in 1899, a mind-bending riddle unfolds for its bewildered passengers.",11.7075,2022-11-17,7.541,1303
['US'],Guillermo del Toro's Cabinet of Curiosities,"Bizarre nightmares unfold in eight tales of terror in this visually stunning, spine-tingling horror collection curated by Guillermo del Toro.",17.4575,2022-10-25,7.541,840
